,W01_001,W01_002,W01_003,W01_004,W01_005,W01_006,W01_007,W01_008,W01_009,W01_010,W01_011,W01_012,W01_013,W01_014,geometry
563,大郷戸,572,利根川,松本川,ロックフィルダム,灌漑，特定(新規)灌漑用水,27.7,150,128,289,都道府県,1986,栃木県芳賀郡益子町山本,1,POINT (140.1039070139136 36.40983118443891)
564,鬼怒川上流ダム群連携,630,利根川,鬼怒川・男鹿川,,不特定用水，河川維持用水,-9999,-9999,-9999,-9999,国土交通省（各地方整備局，北海道開発局含む）,2005,栃木県日光市川治温泉川治,5,POINT (139.7012439425119 36.90946399568731)
565,栗谷沢,609,利根川,栗谷沢,アースダム,灌漑，特定(新規)灌漑用水,15,115,-9999,-9999,都道府県,1948,栃木県宇都宮市新里町字栗谷,1,POINT (139.8057112863275 36.64227890834786)
566,小山,538,大北川,大北川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",65,462,531,16600,都道府県,2005,茨城県高萩市大字横川字向,1,POINT (140.6439362459911 36.79672015210052)
567,水沼,539,大北川,花園川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",33.7,140,40,2230,都道府県,1966,茨城県北茨城市華川町小豆畑,1,POINT (140.6760181705782 36.85041336017776)
568,花貫,540,花貫川,花貫川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",45.3,223.6,174,2880,都道府県,1972,茨城県高萩市秋山字板木,1,POINT (140.6483982920218 36.72508971176278)
569,十王,541,十王川,十王川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",48.6,205.5,117,2860,都道府県,1993,茨城県日立市十王町友部字道保内,1,POINT (140.6616551219925 36.67011747682102)
570,竜神,542,久慈川,竜神川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",45,90,47,3000,都道府県,1978,茨城県常陸太田市下高倉町,1,POINT (140.4674804845626 36.6841839400957)
571,藤井川（再）,553,那珂川,藤井川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水",37.5,90,48,4462,都道府県,2009,茨城県東茨城郡城里町下古内,1,POINT (140.3587549988157 36.43545646894194)
572,藤井川（元）,554,那珂川,藤井川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水",37.5,90,48,4000,都道府県,1976,茨城県東茨城郡城里町下古内,1,POINT (140.3587549988157 36.43545646894194)
573,御前山,555,那珂川,相川,ロックフィルダム,灌漑，特定(新規)灌漑用水,52,298,935,7200,農林水産省（各地方農政局含む）,2011,茨城県常陸大宮市大字上伊勢畑地内,1,POINT (140.2845522927518 36.55624403803552)
574,楮川,551,那珂川,楮川,重力式コンクリートダム,上水道用水,35,364,92,1970,市区町村,1985,茨城県水戸市田野町字楮原1662-12,1,POINT (140.395220770773 36.42114652959616)
575,飯田,549,那珂川,飯田川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",33,219.5,72,2440,都道府県,1991,茨城県笠間市飯田,1,POINT (140.2799164643226 36.42434144815197)
576,不動谷津池,557,那珂川,涸沼前川,アースダム,灌漑，特定(新規)灌漑用水,16.6,112,36,222,土地改良区,1978,茨城県笠間市小原,3,POINT (140.3179146356862 36.37042841082769)
577,三野輪池,558,那珂川,涸沼前川,アースダム,灌漑，特定(新規)灌漑用水,16,120,5,432,都道府県,1963,茨城県東茨城郡内原町,1,POINT (140.3594931345247 36.39826167083064)
578,利根川河口堰,602,利根川,利根川,フローティングゲートダム（可動堰）,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水,工業用水道用水",7,834,-9999,90000,水資源機構（旧水資源開発公団）,1970,"茨城県神栖市太田,千葉県香取郡東庄町新宿",1,POINT (140.7039943115111 35.83795166795183)
579,南椎尾調整池,576,利根川,霞ヶ浦,ロックフィルダム,灌漑，特定(新規)灌漑用水,27.4,400,563,560,農林水産省（各地方農政局含む）,1991,茨城県桜川市真壁町大字椎尾地内,2,POINT (140.0705639541978 36.24055450024679)
580,霞ヶ浦開発,597,利根川,霞ヶ浦,,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水,上水道用水,工業用水道用水",-9999,-9999,-9999,1253000,水資源機構（旧水資源開発公団）,1995,茨城県,5,POINT (140.5023822101076 35.96314607994598)
581,水の口池,566,利根川,一の瀬川,アースダム,灌漑，特定(新規)灌漑用水,25,59,1,4,,-,茨城県かすみがうら市,4,POINT (140.2641484012988 36.11166158346416)
582,矢木沢,611,利根川,利根川,アーチダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水,発電",131,352,571,204300,水資源機構（旧水資源開発公団）,1967,群馬県利根郡みなかみ町藤原字矢木沢,1,POINT (139.0564795594595 36.9114993034658)
583,真壁,577,利根川,利根川,重力式コンクリートダム,発電,26.1,535.6,57,1143,電力会社・電源開発株式会社,1928,群馬県渋川市北橘町真壁,2,POINT (139.0430858346393 36.48610177124979)
584,須田貝,603,利根川,利根川,重力式コンクリートダム,発電,72,194.4,204,28500,電力会社・電源開発株式会社,1955,群馬県利根郡みなかみ町藤原,1,POINT (139.0605059195903 36.8682771522225)
585,藤原,571,利根川,利根川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,発電",95,230,415,52490,国土交通省（各地方整備局，北海道開発局含む）,1958,群馬県利根郡みなかみ町藤原字大倉,1,POINT (139.03672895296 36.80430498608374)
586,小森,599,利根川,利根川,重力式コンクリートダム,発電,33,107.4,32,855,電力会社・電源開発株式会社,1958,群馬県利根郡みなかみ町,2,POINT (139.0168123063737 36.80436052712655)
587,奈良俣,583,利根川,楢俣川,ロックフィルダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水,工業用水道用水,発電",158,520,13100,90000,水資源機構（旧水資源開発公団）,1990,群馬県利根郡みなかみ町藤原字洗の沢,1,POINT (139.0797449284939 36.88255707077635)
588,相俣,637,利根川,赤谷川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,発電",67,80,63,25000,国土交通省（各地方整備局，北海道開発局含む）,1959,群馬県利根郡みなかみ町相俣字宮坂,1,POINT (138.8928054690529 36.71236814993212)
589,玉原,617,利根川,発知川,ロックフィルダム,発電,116,570.1,5435,14800,電力会社・電源開発株式会社,1981,群馬県沼田市上発知町玉原,1,POINT (139.0610389739993 36.77485081449169)
590,平出,642,利根川,片品川,重力式コンクリートダム,発電,40,87,46,1400,都道府県,1964,群馬県利根郡昭和村大字生越字清白甲270,1,POINT (139.1169758934036 36.6589238604779)
591,薗原,638,利根川,片品川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,発電",76.5,127.6,173,20310,国土交通省（各地方整備局，北海道開発局含む）,1965,群馬県沼田市利根町穴原字大平,1,POINT (139.175284215128 36.63897158458023)
592,丸沼,604,利根川,片品川,バットレスダム,発電,32.1,88.2,14,13600,電力会社・電源開発株式会社,1931,群馬県利根郡片品村,2,POINT (139.3397855899013 36.82386044382713)
593,鍛冶屋沢,623,利根川,鍛冶屋沢川,重力式コンクリートダム,発電,39.2,90.9,29,257,電力会社・電源開発株式会社,1929,群馬県吾妻郡東吾妻町,2,POINT (138.7210882754631 36.57211060072224)
594,八ッ場,596,利根川,吾妻川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水,発電",116,291,911,107500,国土交通省（各地方整備局，北海道開発局含む）,2019,群馬県吾妻郡長野原町大字川原畑,4,POINT (138.7138483398608 36.55682269662515)
595,鹿沢,628,利根川,吾妻川,アースダム,発電,18.2,981.8,347,5634,電力会社・電源開発株式会社,1927,群馬県吾妻郡嬬恋村,2,POINT (138.4697285882319 36.48687282840061)
596,大津,635,利根川,吾妻川,重力式コンクリートダム,発電,19.6,73.9,11,108,電力会社・電源開発株式会社,1931,群馬県吾妻郡長野原町大字大津,2,POINT (138.6274172573488 36.55164455477253)
597,品木,581,利根川,湯川,重力式コンクリートダム,"不特定用水，河川維持用水,発電",43.5,106,52,1668,国土交通省（各地方整備局，北海道開発局含む）,1965,群馬県吾妻郡中之条町入山字品木,1,POINT (138.6343338183553 36.62811019925444)
598,茂沢,616,利根川,茂沢川,アースダム,洪水調節，農地防災,24.7,134.6,149,173,都道府県,1977,群馬県渋川市行幸田,2,POINT (138.9905336465333 36.47051399792619)
599,白砂,620,利根川,白砂川,重力式コンクリートダム,発電,26.8,37.7,11,630,電力会社・電源開発株式会社,1940,群馬県吾妻郡中之条町大字入山字花敷乙,2,POINT (138.6497849337204 36.65037266533253)
600,四万川,612,利根川,四万川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,発電",89.5,330,516,9200,都道府県,1999,群馬県吾妻郡中之条町四万,1,POINT (138.7811297968933 36.69636463995244)
601,中之条,622,利根川,四万川,アーチダム,"灌漑，特定(新規)灌漑用水,発電",42,118.2,23,1180,都道府県,1960,群馬県吾妻郡中之条町大字四万字殿界戸29-1、袋内18-2,1,POINT (138.7955003043694 36.62180919522005)
602,倉渕,606,利根川,鳥川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",85.6,386.4,564,11600,都道府県,2009,群馬県高崎市倉渕町川浦地先,2,POINT (138.6997429088244 36.4509705597049)
603,鳴沢,568,利根川,榛名白川導水群用補給,アースダム,灌漑，特定(新規)灌漑用水,21,313.2,224,1283,都道府県,1949,群馬県高崎市箕郷町富岡字柿の木平,2,POINT (138.9461404655122 36.38875319063153)
604,坂本（再）,589,利根川,碓氷川,重力式コンクリートダム,不特定用水，河川維持用水,36.3,85,40,778,都道府県,1994,群馬県安中市松井田町坂本地先,2,POINT (138.7077668527096 36.35333791652866)
605,霧積,621,利根川,霧積川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",59,305,195,2500,都道府県,1975,群馬県安中市松井田町坂本,1,POINT (138.7008654820555 36.36869385498796)
606,中木,570,利根川,中木川,重力式コンクリートダム,上水道用水,41,148.1,61,1600,都道府県,1959,群馬県安中市松井田町五料字中木山国有林,2,POINT (138.7452264485626 36.31849936087659)
607,道平川,643,利根川,道平川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",70,300,351,5100,都道府県,1992,群馬県甘楽郡下仁田町大字南野牧,1,POINT (138.6782470160791 36.23514313362728)
608,大仁田,591,利根川,大仁田川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",54.4,163,123,437,都道府県,2001,群馬県甘楽郡南牧村大字大仁田,1,POINT (138.6854920969169 36.1364188457369)
609,相沢川取水,592,利根川,相沢川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",16.5,64.5,18,-9999,都道府県,1992,群馬県甘楽郡下仁田町大字南野牧,4,POINT (138.6597259845679 36.22833291135802)
610,屋敷川取水,593,利根川,屋敷川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",16,49.5,10,-9999,都道府県,1992,群馬県甘楽郡下仁田町大字南野牧,4,POINT (138.6545165991028 36.24112448097442)
611,丹生,582,利根川,丹生川,アースダム,灌漑，特定(新規)灌漑用水,17.3,398.2,64,1447,都道府県,1952,群馬県富岡市下丹生538,2,POINT (138.8318651718008 36.26088838520987)
612,大塩,573,利根川,南牧川,アースダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水",31.9,250.6,488,1841,農林水産省（各地方農政局含む）,1965,群馬県富岡市大字南後箇字大塩,2,POINT (138.8774017203208 36.22592999301366)
613,牛秣,598,利根川,鮎川,アースダム,灌漑，特定(新規)灌漑用水,27.8,257.5,237,900,都道府県,1955,群馬県藤岡市金井字牛秣,2,POINT (139.0347636689032 36.21351295360767)
614,竹沼,615,利根川,南牧川,アースダム,灌漑，特定(新規)灌漑用水,27.4,215,245,1034,農林水産省（各地方農政局含む）,1965,群馬県藤岡市緑埜,2,POINT (139.0222172979778 36.23634287737075)
615,上野,595,利根川,神流川,重力式コンクリートダム,発電,120,350,720,18400,電力会社・電源開発株式会社,2005,群馬県多野郡上野村大字楢原字本谷,1,POINT (138.7047441929514 36.0519851555061)
616,下久保,587,利根川,神流川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水,発電",129,605,1193,130000,水資源機構（旧水資源開発公団）,1968,"群馬県藤岡市保美濃山,埼玉県児玉郡神川町矢納",1,POINT (139.02283780782 36.13296714970823)
617,神水,569,利根川,神流川,重力式コンクリートダム,発電,20.5,130.5,15,502,都道府県,1968,群馬県藤岡市鬼石町鬼石549-1,2,POINT (139.0491425413881 36.15241879076009)
